elapsed_time
0.442362
0.451260
0.464263
0.780938
0.442788
0.437627
0.425399
0.432192
0.431906
0.457564
0.454119
0.426281
0.483277
0.435429
0.502888
0.429346
0.518085
0.450358
0.464077
0.478171
0.427943
0.435659
0.431492
0.553774
0.459336
0.439716
0.424760
0.439912
0.456737
0.433354
0.448383
0.456131
0.456060
0.428820
0.424511
0.449497
0.428354
0.515694
0.431129
0.438040
0.448162
0.494678
0.428706
0.440663
0.424216
0.419725
0.433807
0.427973
0.426485
0.434750
0.455707
0.440426
0.423302
0.421131
0.433661
0.432632
0.428852
0.442080
0.424791
0.469196
0.430316
0.423830
0.435476
0.429181
0.446550
0.434613
0.434175
0.477198
0.000002
0.469223
0.432481
0.452614
0.420331
0.465386
0.452792
0.428066
0.434255
0.431279
0.518414
0.511011
0.476238
0.471393
0.460887
0.442332
0.433937
0.466255
0.438349
0.436877
0.440391
0.486680
0.462644
0.474905
0.604095
0.477383
0.457009
0.425194
0.489682
0.460810
0.691547
0.440554
0.439986
0.456171
0.428849
0.557809
0.449357
0.426490
0.437768
0.000002
0.444275
0.000002
0.476131
0.453417
0.486506
0.454072
0.435403
0.428264
0.466438
0.419647
0.420332
0.445312
0.424704
0.426682
0.510223
0.524539
0.466492
0.463488
0.507561
0.470695
0.477989
0.535425
0.538322
0.505862
0.457968
0.466023
0.462383
0.569149
0.472272
0.472135
0.000002
0.449000
0.450023
0.490326
0.457566
0.444013
0.433691
0.428158
0.425767
