elapsed_time
0.440348
0.471378
0.468790
0.497145
0.451365
0.429047
0.439344
0.436923
0.432555
0.476024
0.454316
0.433100
0.437137
0.509478
0.526913
0.529383
0.477415
0.491635
0.450325
0.440989
0.441562
0.432374
0.443297
0.450700
0.499075
0.442359
0.443968
0.456565
0.428863
0.444292
0.560028
0.439088
0.471848
0.448545
0.449113
0.510446
0.467293
0.534147
0.440600
0.435266
0.455042
0.550394
0.462994
0.470309
0.428801
0.433900
0.431225
0.447459
0.433823
0.436133
0.461595
0.434881
0.435033
0.427056
0.427842
0.434304
0.430616
0.431817
0.429022
0.453416
0.451593
0.419839
0.446657
0.440449
0.437175
0.447186
0.426990
0.444165
0.000215
0.479034
0.424058
0.476397
0.458637
0.438118
0.444876
0.467449
0.470069
0.459602
0.453150
0.506055
0.529614
0.447525
0.447828
0.447561
0.461827
0.457203
0.440487
0.448254
0.424371
0.470085
0.504018
0.480328
0.450510
0.478488
0.445904
0.436967
0.600368
0.558057
0.463445
0.458022
0.481275
0.423979
0.493849
0.465728
0.503819
0.441775
0.424608
0.000241
0.443902
0.000257
0.462849
0.472852
0.481281
0.463393
0.437685
0.422245
0.421465
0.420999
0.478122
0.468415
0.426942
0.448393
0.484483
0.442887
0.457235
0.459819
0.493324
0.456153
0.506136
0.516138
0.466815
0.517165
0.433747
0.456749
0.526613
0.478954
0.461897
0.445216
0.000142
0.539870
0.517837
0.439694
0.483271
0.482331
0.484228
0.429705
0.437644
