elapsed_time
0.000194
0.439106
0.000168
0.000265
0.000165
0.000018
0.000017
0.000016
0.000023
0.000019
0.000031
0.000070
0.000018
0.443944
0.000017
0.000121
0.000166
0.468843
0.464899
0.000165
0.000163
0.431226
0.000162
0.000168
0.000165
0.000022
0.000022
0.000026
0.000021
0.000022
0.000021
0.000159
0.000023
0.000021
0.000020
0.000021
0.000040
0.000039
0.000021
0.000023
0.000024
0.000026
0.000025
0.000043
0.000021
0.000072
0.000024
0.000024
0.000020
0.000021
0.000024
0.000148
0.000193
0.000192
0.426776
0.000174
0.000164
0.000161
0.000166
0.000205
0.000162
0.000019
0.000019
0.000017
0.000017
0.000019
0.000018
0.000019
0.000040
0.000077
0.000062
0.000065
0.000017
0.427877
0.000152
0.000166
0.000180
0.000160
0.000196
0.000023
0.000032
0.000022
0.000028
0.000023
0.000024
0.000022
0.438124
0.000022
0.000021
0.000021
0.000026
0.000023
0.000021
0.000022
0.000021
0.000057
0.000034
0.000023
0.000023
0.000021
0.000021
0.000023
0.000022
0.000033
0.000022
0.000170
0.000021
0.000037
0.472182
0.000043
0.000168
0.000182
0.000036
0.000192
0.433176
0.436581
0.000043
0.000202
0.000172
0.000193
0.000068
0.000062
0.000049
0.000024
0.000081
0.000059
0.000098
0.000071
0.000062
0.000114
0.000071
0.000196
0.000066
0.000024
0.000096
0.000074
0.000024
0.438416
0.000060
0.446569
0.447470
0.493978
0.502484
0.462860
0.000049
0.425681
0.000023
